attack_id,run_id,attack_class,mutation_chain,actual_decision,attack_success,reasons,status
U201,U201-0115,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0116,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0117,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0118,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0119,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0120,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0121,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0122,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0123,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0124,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0125,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0126,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0127,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0128,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0129,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0130,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0131,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0132,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0133,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0134,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0135,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0136,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0137,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0138,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0139,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0140,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0141,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0142,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0143,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0144,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0145,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0146,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
